country,year,algebraic_connectivity_vitality_w,efficiency_vitality_w,flow_betweenness_log1p_w,communicability_betweenness_asinh_w,shannon_entropy_w,participation_coefficient_w,within_module_degree_zscore_w,laplacian_centrality_log_w
PHL,1996,0.003439491,0.005448056,7.948962231,1.812331176,2.672520463,0.610407668,-0.276827613,-4.05707635
PHL,1997,0.002141475,0.00793222,8.196472851,1.987824297,2.660832195,0.59640664,-0.229816295,-3.91024344
PHL,1998,0.001261131,0.003925992,8.157915023,1.46336857,2.673480539,0.597084472,-0.300444813,-4.232515845
PHL,1999,0.001394691,-0.00088462,8.025014797,1.127752943,2.75928757,0.577695583,-0.392474142,-4.508431845
PHL,2000,0.001988129,-0.010437248,7.612476573,0.562113216,2.880277885,0.548237014,-0.532110251,-5.113046829
PHL,2001,0.001248764,-0.008967018,8.030542353,0.670513799,2.867047957,0.552639107,-0.543325206,-4.982294369
PHL,2002,0.002272398,-0.006014923,7.872761121,0.832896657,2.808134756,0.551486969,-0.5107128,-4.76241142
PHL,2003,0.004159024,-0.006785177,7.995470666,0.961313675,2.815917639,0.530537806,-0.481963709,-4.740998271
PHL,2004,0.001053796,-0.009225499,8.152540928,0.77063338,2.785842144,0.500439342,-0.513443447,-4.829699071
PHL,2005,0.00026998,-0.009813338,8.117630368,0.764568446,2.834788286,0.509836363,-0.520145431,-4.836005493
PHL,2006,5.71E-05,-0.009666147,7.911960812,0.8629438,2.880731861,0.263723354,-0.444398594,-4.83876769
PHL,2007,-5.29E-06,-0.008852261,7.88321808,0.823144988,2.898312304,0.266361532,-0.464630754,-4.91360995
PHL,2008,1.25E-05,-0.009796289,7.983226036,0.73032299,2.920436517,0.437558586,-0.491683086,-4.982280955
PHL,2009,0.000191,-0.008226765,7.924558361,1.178103506,2.979512932,0.462336608,-0.510511609,-4.664084234
PHL,2010,0.00040895,-0.009334232,8.127974321,1.152243852,2.965472373,0.434538938,-0.450332274,-4.640356114
PHL,2011,0.000266987,-0.01059616,7.710783726,0.790094007,2.97073203,0.414848525,-0.526375243,-4.909000204
PHL,2012,0.000196032,-0.009121662,7.500336834,0.835315681,2.932886927,0.43371592,-0.540984973,-4.796661739
PHL,2013,0.000630937,-0.008277675,7.374772819,0.842715911,2.920963574,0.439125722,-0.520644359,-4.770423557
PHL,2014,0.00133189,-0.006690052,7.188217481,0.893571758,2.874910735,0.432630903,-0.456718206,-4.696637987
PHL,2015,0.001861336,-0.004147423,7.367017756,1.146070333,2.88033561,0.450996661,-0.446351259,-4.505701755
PHL,2016,0.001670675,-0.003542734,7.935687439,1.356365928,2.921488829,0.439215114,-0.366457299,-4.445808706
PHL,2017,0.001525077,-0.002444816,8.17756595,1.486771723,2.935739055,0.426707303,-0.361218212,-4.362164872
PHL,2018,0.001533995,-0.002448668,8.352593581,1.519660521,2.934911988,0.429868975,-0.320492243,-4.339741084
PHL,2019,0.001438999,-0.001182353,8.175444882,1.577125209,2.936995044,0.428707126,-0.308820673,-4.312339093
POL,1995,0.002078718,0.003264433,8.6247301,2.212551974,2.990369633,0.170634869,-0.319094862,-4.515960394
POL,1996,0.00136188,0.004550974,8.635384451,2.417443473,3.033625803,0.366165453,-0.383711928,-4.402170405
POL,1997,0.001427426,0.006111749,8.843250538,2.61678109,3.048823099,0.203129469,-0.208988178,-4.323024863
POL,1998,0.002696663,0.011857231,9.458855811,3.020735038,3.014210005,0.195297416,-0.105670408,-4.034961954
POL,1999,0.002376689,0.009950718,9.06493454,2.77484075,2.995440607,0.177742462,-0.143471404,-4.211894265
POL,2000,0.003412152,0.011656174,9.177699279,2.861306104,2.992504684,0.190917203,-0.076173868,-4.120592464
POL,2001,0.000629784,0.012403365,9.661748918,3.015817414,3.030192583,0.190673113,-0.056266431,-4.00089105
POL,2002,0.000606696,0.014404275,9.580387365,3.111865816,2.985122437,0.183427087,-0.018599383,-3.872277478
POL,2003,0.001047464,0.017196741,9.852158568,3.409166514,2.975746874,0.177797185,0.034717027,-3.677639381
POL,2004,0.000534095,0.014926859,9.961464405,3.417093337,3.053942709,0.182412729,0.004775949,-3.723961578
POL,2005,0.009142132,0.015011116,9.811921609,3.589719509,3.089172463,0.191204071,0.042803257,-3.692735599
POL,2006,0.010092164,0.016450003,9.709728126,3.810538477,3.095230791,0.17968051,0.12715751,-3.561551644
POL,2007,0.000401781,0.018318855,10.02593737,3.929160325,3.11358673,0.189192208,0.190276972,-3.399604491
POL,2008,0.000540712,0.017389325,9.928550025,4.035522894,3.182146821,0.210956421,0.258077298,-3.339603169
POL,2009,0.000887613,0.017243743,9.917849904,4.092956055,3.194730983,0.219701479,0.297389537,-3.331583851
POL,2010,0.001616485,0.018059296,9.80568768,4.111550565,3.176809112,0.229242513,0.364281281,-3.320003976
POL,2011,0.013277191,0.017614632,9.752490044,4.120080761,3.169153696,0.239181832,0.353096751,-3.353270133
POL,2012,0.021087133,0.015856221,9.548176223,4.044474003,3.182274778,0.231627416,0.334628542,-3.441733448
POL,2013,0.017882269,0.016755337,9.364532935,4.123346724,3.191724808,0.230122753,0.393842005,-3.386668637
POL,2014,0.026898602,0.017442662,9.206707297,4.194129542,3.194521139,0.239090922,0.392202977,-3.3692333
POL,2015,0.024895439,0.017657717,9.199381292,4.088571389,3.193926514,0.249380418,0.399921002,-3.412780285
POL,2016,0.027761154,0.019239485,9.55800386,4.258903138,3.199082807,0.24804228,0.458376008,-3.301650743
POL,2017,0.030987894,0.018631244,9.768116418,4.373030202,3.241224556,0.257649238,0.515935724,-3.284877469
POL,2018,0.033745725,0.018470459,9.959594098,4.436265675,3.259385027,0.250372012,0.515597857,-3.253268118
POL,2019,0.021870476,0.018898619,9.85065349,4.47595097,3.279712793,0.26724629,0.556448422,-3.230855875
PRT,1995,0.303745476,-0.00116111,9.094123574,2.868358973,2.794149433,0.244102525,-0.248480864,-4.233110753
PRT,1996,0.304385902,-0.000474835,8.957852965,2.822959739,2.746371178,0.237287525,-0.30459695,-4.246336344
PRT,1997,0.275477599,-0.001725748,9.026738217,2.634766066,2.755161336,0.234213949,-0.229672746,-4.337792739
PRT,1998,0.290227145,-0.000809685,9.238113218,2.743636279,2.75829799,0.227375341,-0.223432413,-4.299622361
PRT,1999,0.286539819,-1.49E-05,9.051964802,2.648033953,2.733941318,0.230505724,-0.216931937,-4.372655481
PRT,2000,0.325636098,-0.000651721,9.002415479,2.734063305,2.766411473,0.243830181,-0.235198011,-4.48160965
PRT,2001,0.311287338,0.000251426,9.288035317,2.752331386,2.74521341,0.233669785,-0.245467703,-4.423189937
PRT,2002,0.325636098,0.00098429,9.27452122,2.835005741,2.72144658,0.226617141,-0.249371811,-4.387893652
PRT,2003,0.325636098,0.002160097,9.331584798,3.140614612,2.72369203,0.211453462,-0.246437002,-4.299003192
PRT,2004,0.325636098,0.001987384,9.331779798,3.207913822,2.737899792,0.224915195,-0.278228097,-4.334201584
PRT,2005,0.325636098,0.000176651,9.307351587,3.069299517,2.794189697,0.252990174,-0.332428036,-4.474433194
PRT,2006,0.325636098,2.34E-05,9.270375154,3.326204029,2.825460636,0.260473802,-0.333554193,-4.436099114
PRT,2007,0.325636098,0.000354255,9.331629268,3.409368467,2.841698856,0.282258128,-0.356902728,-4.438026482
PRT,2008,0.325636098,-0.000935207,9.31713544,3.412312722,2.901889151,0.310220791,-0.39309945,-4.479346232
PRT,2009,0.325636098,-0.001193165,9.101927968,3.405471223,2.925382429,0.306545713,-0.39086807,-4.524690712
PRT,2010,0.325636098,-0.002581165,8.773992082,3.316052401,2.915574834,0.315445493,-0.362946472,-4.601117808
PRT,2011,0.325636098,-0.003242886,8.751737541,3.202093293,2.922309569,0.361951873,-0.386630279,-4.660585332
PRT,2012,0.325636098,-0.00523976,8.551188819,3.139553075,2.977746809,0.350259221,-0.409239882,-4.792904727
PRT,2013,0.325636098,-0.004418596,8.418577283,3.346137635,2.957880311,0.34001655,-0.375628739,-4.732988899
PRT,2014,0.325636098,-0.004091549,8.250635527,3.090869188,2.943051252,0.348292175,-0.394516474,-4.708562085
PRT,2015,0.325636098,-0.004580402,8.273896882,3.058593038,2.954356122,0.319661794,-0.368691424,-4.767023455
PRT,2016,0.325636098,-0.00379023,8.666993871,2.923157222,2.930839614,0.299079384,-0.361964473,-4.691257626
PRT,2017,0.325636098,-0.004090036,8.850328369,3.094275636,2.968990298,0.3125945,-0.34482552,-4.655387428
PRT,2018,0.325636098,-0.004127133,8.932836422,3.146186171,2.967012433,0.303905339,-0.365398679,-4.621840568
PRT,2019,0.325636098,-0.004476836,8.858099225,3.051905977,2.996688296,0.306105677,-0.345770699,-4.594639034
ROU,1995,0.000251132,-0.016338096,7.016039121,0.461332529,3.191154361,0.279524044,-0.530583469,-5.856907431
ROU,1996,0.00024601,-0.016293915,7.024168651,0.471531277,3.197202499,0.403797561,-0.59613264,-5.829389916
ROU,1997,0.000643703,-0.016491197,7.133638032,0.399315438,3.180074766,0.296918671,-0.536093276,-5.923433258
ROU,1998,9.92E-05,-0.016501285,7.416494018,0.350846197,3.159561324,0.253765031,-0.536748018,-5.971625058
ROU,1999,0.000288815,-0.017117014,7.141827451,0.391884415,3.181882084,0.248418335,-0.538552589,-6.07829514
ROU,2000,0.000352239,-0.019396221,6.938571358,0.221340528,3.229787015,0.222592116,-0.567971952,-6.449596524
ROU,2001,0.000150268,-0.017652162,7.466760186,0.243116718,3.170990801,0.211056845,-0.56122221,-6.195652398
ROU,2002,1.32E-05,-0.016597401,7.33639685,0.278752489,3.157998174,0.242450844,-0.567807219,-6.084246725
ROU,2003,-3.27E-05,-0.015410147,7.460842756,0.364298052,3.139956024,0.231349919,-0.555489888,-5.827228892
ROU,2004,-9.36E-05,-0.015194092,7.946803326,0.503716718,3.189041972,0.210857505,-0.553187093,-5.686039909
ROU,2005,-0.000108988,-0.015272568,7.853350202,0.611681332,3.217499928,0.228459578,-0.557973202,-5.590414237
ROU,2006,-8.04E-05,-0.014413568,7.960327179,0.732040293,3.200299449,0.190702578,-0.531035574,-5.417915874
ROU,2007,-5.79E-05,-0.011643005,8.323707652,1.072472524,3.148030862,0.158984562,-0.485493579,-5.145898471
ROU,2008,-2.85E-05,-0.010994894,8.391876191,1.395535338,3.200283171,0.174882607,-0.490657636,-5.035349131
ROU,2009,-2.45E-05,-0.010782924,8.112500676,1.255915772,3.19519559,0.188665393,-0.508481614,-5.078512984
ROU,2010,-1.96E-05,-0.010475751,7.98825874,1.274372039,3.158557519,0.191857316,-0.461585088,-5.073208228
ROU,2011,-1.47E-05,-0.01047266,8.101744217,1.373723664,3.196376371,0.204846033,-0.457899584,-5.079389248
ROU,2012,-3.48E-05,-0.010905681,7.8041317,1.253909666,3.213204147,0.20486867,-0.478218753,-5.162830462
ROU,2013,-8.66E-06,-0.008623826,7.651802446,1.482415687,3.209097905,0.191926859,-0.42260967,-4.979057851
ROU,2014,9.44E-05,-0.007724298,7.64898114,1.556776409,3.19777584,0.197264472,-0.421091468,-4.915611564
ROU,2015,0.00020734,-0.006918857,7.856670228,1.540632815,3.176584011,0.200201124,-0.383880077,-4.904709343
ROU,2016,0.000201291,-0.004799241,8.183038412,1.746632345,3.170466868,0.193221796,-0.359040741,-4.759375767
ROU,2017,0.000311119,-0.004399624,8.415337385,1.742167531,3.173060405,0.191834823,-0.34119123,-4.736986022
ROU,2018,0.00029652,-0.004458698,8.425498456,1.79703137,3.197951352,0.196447617,-0.363702454,-4.704900249
ROU,2019,0.00037313,-0.004084699,8.296868228,1.843458321,3.209387051,0.199377296,-0.341167034,-4.695033407
RUS,1995,0.002724944,0.021480021,8.979595405,4.895021401,3.48477756,0.344361102,0.03289041,-3.7340601
RUS,1996,0.00263949,0.026152674,8.748974376,5.195284123,3.522348469,0.587798926,2.246666252,-3.876786806
RUS,1997,0.00169171,0.025597336,8.827522705,4.910179318,3.510534941,0.341815419,0.068812706,-3.937378404
RUS,1998,0.000539094,0.014354275,8.780709756,4.363691959,3.476375261,0.365003836,-0.090367284,-4.12340234
RUS,1999,0.002085659,0.01631723,8.625863473,4.384445879,3.500829381,0.384353622,-0.09172019,-4.172653299
RUS,2000,0.001677904,0.022946032,8.73045213,4.661665526,3.480992457,0.369838117,0.04787104,-3.995046363
RUS,2001,0.001109237,0.024449433,9.314261476,4.723567197,3.490469267,0.358965489,0.073331153,-3.91498579
RUS,2002,0.00219778,0.024833421,9.022888233,4.796670373,3.49978392,0.402201483,0.068777607,-3.836448481
RUS,2003,0.002769476,0.027190534,9.138456307,4.872759186,3.490475564,0.392729073,0.091256207,-3.72041458
RUS,2004,0.002838535,0.030422843,9.550301828,4.938866717,3.468290734,0.370498637,0.150339157,-3.618766698
RUS,2005,0.00122133,0.034344819,9.594509947,5.084429718,3.520031508,0.393443033,0.267445998,-3.427846383
RUS,2006,0.000987073,0.035389202,9.513597072,5.137698702,3.501372311,0.347803744,0.361871864,-3.300903975
RUS,2007,0.000701998,0.032844287,9.547704569,5.144194086,3.506943408,0.346262439,0.376492781,-3.231147363
RUS,2008,0.000815216,0.043873856,9.72808087,5.432769262,3.522348469,0.400579102,0.559350296,-3.00567409
RUS,2009,0.001061982,0.035733947,9.379603991,5.192856301,3.522348469,0.399306827,0.382599398,-3.215835601
RUS,2010,0.001619145,0.038557137,9.271766559,5.342905344,3.513554539,0.422394293,0.548020797,-3.057538318
RUS,2011,0.003723226,0.044645632,9.466266224,5.472225214,3.492402017,0.443531856,0.669484318,-2.92775775
RUS,2012,0.001965435,0.055099607,9.331788477,5.653601883,3.492883489,0.413018702,0.860005578,-2.91002366
RUS,2013,0.003954527,0.049727298,9.029450085,5.61894764,3.522348469,0.416607108,0.804063309,-2.955420348
RUS,2014,0.005695332,0.042472163,8.792417086,5.519698706,3.514113262,0.443689999,0.609943069,-3.035269448
RUS,2015,0.005527972,0.030181463,8.661456746,4.990386098,3.511584989,0.450967414,0.309301337,-3.385226114
RUS,2016,0.003402513,0.025544674,8.920273471,4.860683401,3.507249332,0.431077227,0.208320125,-3.499220846
RUS,2017,0.003413316,0.027867369,9.137457518,5.037539491,3.514546418,0.43800749,0.342007768,-3.363310384
RUS,2018,0.003374015,0.029849397,9.375878683,5.141272826,3.513397894,0.447473519,0.370578366,-3.249972787
RUS,2019,0.002971013,0.028199018,9.250449289,5.066310309,3.521114753,0.456930388,0.329161263,-3.309664472
SEN,1995,0.003361762,-0.023973975,5.146325812,0.018413083,3.012825195,0.379863176,-0.602759673,-7.978553004
SEN,1996,0.002088276,-0.024490214,4.904695892,0.01701782,2.982285499,0.329665811,-0.666270713,-8.335313399
SEN,1997,0.001800692,-0.024757487,5.085542017,0.010110846,3.121742436,0.419780858,-0.620230893,-8.240713633
SEN,1998,0.001519463,-0.024527002,5.200746659,0.011697533,3.107189125,0.422335671,-0.617525953,-8.201182442
SEN,1999,0.005734033,-0.024427397,5.096112059,0.021596611,3.05752587,0.416511403,-0.618180572,-8.196498337
SEN,2000,0.003389806,-0.024953657,5.154231836,0.009453649,3.060187522,0.400267556,-0.632284999,-8.341275429
SEN,2001,-6.91E-05,-0.024816991,5.511834124,0.008943034,3.100492922,0.403269804,-0.635629211,-8.268428678
SEN,2002,0.00063316,-0.024669286,5.255164784,0.016192428,3.227824207,0.44993664,-0.647055544,-8.228756404
SEN,2003,0.00045947,-0.024746331,5.497690417,0.014388052,3.224520782,0.443202417,-0.650016885,-8.146605974
SEN,2004,0.000472252,-0.024685204,5.558668096,0.015607621,3.153257289,0.52149433,-0.669699336,-8.343492017
SEN,2005,1.94E-05,-0.024913885,5.683925829,0.014417129,3.298047451,0.539465415,-0.692481424,-8.133356977
SEN,2006,-0.000150883,-0.025071045,5.314147958,0.007802541,3.244913944,0.452744355,-0.693929562,-8.383409956
SEN,2007,-9.03E-05,-0.024815525,5.337907746,0.00941159,3.132361196,0.480668213,-0.698411394,-8.219272463
SEN,2008,0.000134795,-0.024838202,5.599265826,0.013115841,3.276233275,0.571550406,-0.748871082,-8.090253652
SEN,2009,0.001663177,-0.024821801,5.542023077,0.021133815,3.212345714,0.563764159,-0.755435818,-8.05454467
SEN,2010,0.000207642,-0.025032032,5.110134308,0.007906279,3.150172339,0.561504738,-0.715979604,-8.254098425
SEN,2011,-0.000147748,-0.025022311,5.371851375,0.008895992,3.186239977,0.575820901,-0.722401574,-8.225699642
SEN,2012,-3.90E-05,-0.025242848,5.492466323,0.011804999,3.292007888,0.420207099,-0.733550775,-8.243850945
SEN,2013,-3.16E-05,-0.025200307,5.160810747,0.011989406,3.282049397,0.39176998,-0.722170265,-8.160435251
SEN,2014,0.000159531,-0.025225179,4.990203215,0.010195536,3.254006766,0.506758264,-0.741732465,-8.165867529
SEN,2015,0.000187871,-0.025281352,4.733351242,0.009201042,3.333434074,0.461687025,-0.712194544,-8.29940797
SEN,2016,9.19E-05,-0.025295479,5.049898836,0.009059946,3.324728636,0.52073838,-0.717859945,-8.291852057
SEN,2017,0.000117884,-0.025289572,5.232487018,0.011543638,3.311037556,0.450543262,-0.71762802,-8.171347169
SEN,2018,-1.97E-05,-0.025254622,5.524933255,0.011468881,3.193453071,0.531360153,-0.701844772,-8.07605854
SEN,2019,0.001336982,-0.024970332,5.496941776,0.013357748,3.284460521,0.508972849,-0.737409991,-8.012350429
SGP,1995,0.011607438,0.020212122,9.826441438,4.56957895,2.860444429,0.308101343,0.464463334,-3.074988469
SGP,1996,0.012968142,0.019916603,9.731075499,4.558455705,2.923212244,0.557113168,1.014374869,-3.072164606
SGP,1997,0.009195239,0.018788857,9.931631868,4.344269551,2.919006174,0.559786721,0.829632405,-3.146229937
SGP,1998,0.007235908,0.01758172,10.02777043,4.098865582,2.9329129,0.580157543,0.80303246,-3.324327067
SGP,1999,0.011768267,0.018984903,9.910930967,4.176175157,2.927077441,0.576731435,0.84579071,-3.241293279
SGP,2000,0.011040389,0.018486137,9.981455888,4.16618556,2.930746224,0.568143986,0.814181569,-3.203091038
SGP,2001,0.010360152,0.020920522,10.39044937,4.273306875,2.959550789,0.596281045,0.780879805,-3.114972445
SGP,2002,0.011196922,0.01762148,10.24059842,4.192963215,3.01015212,0.58354498,0.632536773,-3.20724337
SGP,2003,0.006254264,0.01567262,10.22483745,4.211949785,3.05114083,0.586999208,0.523378765,-3.217730431
SGP,2004,0.005720008,0.013011139,10.3102559,4.377772103,3.102793822,0.573731126,0.528413447,-3.158435196
SGP,2005,0.004047214,0.01369712,10.4043883,4.542646164,3.132314676,0.549317873,0.656139082,-3.151728265
SGP,2006,0.00443251,0.013543602,10.16190032,4.56216188,3.136199456,0.35826986,0.308757773,-3.167154485
SGP,2007,0.003140787,0.009653279,10.1990169,4.364129757,3.169710243,0.364199116,0.275943453,-3.238454569
SGP,2008,0.002281764,0.009174204,10.3514972,4.595412175,3.188219976,0.517361392,0.659077962,-3.140853634
SGP,2009,0.003852472,0.014322443,10.3619672,4.833619751,3.199807767,0.540632022,0.754373932,-2.89553415
SGP,2010,0.004056656,0.014771443,10.24755861,4.829506498,3.163051721,0.511719984,0.809265934,-2.85888848
SGP,2011,0.004547279,0.016120898,10.51192392,4.951560121,3.134752347,0.48689589,0.843802032,-2.781579482
SGP,2012,0.003487987,0.015656825,10.26775444,4.885314371,3.139920214,0.487182517,0.789900507,-2.772588018
SGP,2013,0.005983283,0.016877166,10.29203473,5.015812445,3.154583081,0.482920552,0.876396179,-2.698924532
SGP,2014,0.008521288,0.017494901,9.85297092,5.09830104,3.165425245,0.477328967,1.007582997,-2.680022464
SGP,2015,0.015895385,0.018940176,9.894402314,5.087286418,3.191552695,0.529452032,0.854501229,-2.662400391
SGP,2016,0.012139036,0.017238272,10.17101119,4.847313298,3.176328162,0.540531574,0.799491151,-2.752502731
SGP,2017,0.012976542,0.01840296,10.43859002,4.986807028,3.183033343,0.532826496,0.771149318,-2.691863294
SGP,2018,0.015776791,0.018508498,10.54380609,5.078638583,3.198351196,0.545059794,0.825416756,-2.654099817
SGP,2019,0.023119456,0.02308772,10.58623907,5.259990501,3.16747838,0.53922836,1.020278398,-2.498270335
STP,1995,-20.6033844,-0.026566572,0.621085267,5.23E-06,2.689814826,0.402684939,-0.612604835,-12.00558378
STP,1996,-16.53122747,-0.02656104,0.686085577,8.09E-06,2.749875456,0.433248012,-0.675120805,-11.85119932
STP,1997,-18.79890467,-0.026566572,0.617410713,4.94E-06,2.675855054,0.460660271,-0.629625524,-11.82626728
STP,1998,-24.0238696,-0.026566572,0.612297981,4.94E-06,2.602194381,0.437617045,-0.626954643,-12.05510417
STP,1999,-22.47056224,-0.026566572,0.612297981,4.94E-06,2.704246339,0.48141354,-0.628491116,-12.05510417
STP,2000,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.598801601,0.404924064,-0.641616138,-12.05510417
STP,2001,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.490128969,0.49194183,-0.645407968,-12.05510417
STP,2002,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.565141382,0.396485472,-0.65726651,-12.05510417
STP,2003,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.405365996,0.365305263,-0.660176813,-12.05510417
STP,2004,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.239429551,0.456473576,-0.677815938,-12.05510417
STP,2005,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.220400268,0.500885463,-0.701927574,-12.05510417
STP,2006,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.119053692,0.429685142,-0.701688505,-12.05510417
STP,2007,-24.84760782,-0.026566572,0.612297981,4.94E-06,1.925887742,0.470314566,-0.706554872,-12.05510417
STP,2008,-24.84760782,-0.026566572,0.612297981,4.94E-06,1.96724673,0.523195069,-0.765636334,-12.05510417
STP,2009,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.082955014,0.517915375,-0.62897162,-12.05510417
STP,2010,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.089026647,0.439970328,-0.724938579,-12.05510417
STP,2011,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.191017606,0.463438043,-0.731635558,-12.05510417
STP,2012,-24.84760782,-0.026566572,0.682559494,4.94E-06,2.043547262,0.522234532,-0.791608334,-12.05510417
STP,2013,-24.84760782,-0.026549546,0.612297981,5.51E-06,2.02893841,0.517776227,-0.736621372,-12.05510417
STP,2014,-24.84760782,-0.026507844,0.620467545,1.01E-05,2.307620478,0.488225166,-0.752400986,-12.05510417
STP,2015,-24.84760782,-0.026488714,0.612297981,8.91E-06,2.404251723,0.374676858,-0.723138323,-11.9421711
STP,2016,-24.84760782,-0.026556567,0.612297981,4.94E-06,2.487729531,0.47951201,-0.726970645,-12.0204233
STP,2017,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.52497732,0.416151398,-0.72997635,-12.05510417
STP,2018,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.426874285,0.45882189,-0.757897889,-12.05510417
STP,2019,-24.84760782,-0.026566572,0.612297981,4.94E-06,2.627973171,0.447217709,-0.750385397,-12.05510417
SVK,1995,0.000784595,-0.010209315,7.78471478,1.334329422,2.6867941,0.146417543,-0.446030842,-5.518287708
SVK,1996,0.000841655,-0.01017046,7.668372225,1.497769986,2.705078002,0.3455228,-0.525975562,-5.471344966
SVK,1997,0.000615194,-0.009035324,7.725457798,1.058605745,2.729315521,0.139572722,-0.436658002,-5.454283694
SVK,1998,0.00066763,-0.007578624,7.958377924,0.74060489,2.668127997,0.133714479,-0.459302089,-5.425235702
SVK,1999,0.000696636,-0.009973372,7.647023597,0.604889785,2.708115679,0.134293807,-0.482560193,-5.655341228
SVK,2000,-1.50E-05,-0.010239104,7.540578146,0.624955828,2.730905698,0.133714479,-0.474713954,-5.650803951
SVK,2001,5.86E-05,-0.007809465,8.226034641,0.843786024,2.740535646,0.133714479,-0.44960264,-5.369947427
SVK,2002,1.46E-05,-0.006525456,8.133021909,0.962676584,2.747076877,0.133714479,-0.438873714,-5.232023013
SVK,2003,0.000270504,8.05E-05,8.232858426,1.245964699,2.676954843,0.152825536,-0.394351063,-4.771812783
SVK,2004,0.00027978,0.000921412,8.669356976,1.525430717,2.737042792,0.164290869,-0.369917071,-4.643482208
SVK,2005,0.000221854,-0.000472007,8.468539295,1.572146374,2.806958966,0.168867813,-0.365899846,-4.659267724
SVK,2006,0.00011291,0.000441252,8.645119565,1.862914994,2.881470483,0.186231398,-0.316042778,-4.476606449
SVK,2007,4.60E-05,0.002129046,9.04404107,2.125091831,2.920620208,0.202235156,-0.276655108,-4.285246336
SVK,2008,0.000135192,0.001434623,8.970884042,2.190652156,2.964760027,0.215839346,-0.285242105,-4.269519072
SVK,2009,0.000197616,0.000455609,8.853414538,2.24935738,2.967314294,0.214985033,-0.264346514,-4.279704659
SVK,2010,0.0016872,5.01E-05,8.508483541,2.209930821,2.951215523,0.242456932,-0.256908109,-4.33449921
SVK,2011,0.001860439,0.000501741,8.574281366,2.212281107,2.932180406,0.257751528,-0.244563947,-4.292011174
SVK,2012,0.001763916,0.001061629,8.538655924,2.22394866,2.919202464,0.290955538,-0.239770938,-4.258799954
SVK,2013,0.000423551,0.000778319,8.203786396,2.27147484,2.961771817,0.281328808,-0.211174072,-4.250761558
SVK,2014,0.000284728,0.000634513,7.96889127,2.231892642,2.973049429,0.284989954,-0.236887905,-4.276628024
SVK,2015,0.000353532,0.001035054,8.20602358,2.191562467,3.007277841,0.28696083,-0.203206503,-4.310942607
SVK,2016,0.0004648,0.002011061,8.427034388,2.315157326,3.014180425,0.295352352,-0.197940102,-4.227364154
SVK,2017,0.000328182,0.000268707,8.665533989,2.202315658,3.0397984,0.31466919,-0.218621782,-4.288684499
SVK,2018,0.000303597,0.000706218,8.784919176,2.274302414,3.024888292,0.293217902,-0.223538096,-4.232363334
SVK,2019,0.000268533,0.000567539,8.797328159,2.214978345,3.026559935,0.298748212,-0.227241205,-4.268783239
SVN,1995,0.00030787,-0.01180079,7.390469795,0.661843524,2.719231152,0.145276773,-0.487566565,-5.455211907
SVN,1996,-2.00E-05,-0.012387767,7.398954821,0.62883295,2.746160311,0.240587253,-0.561027226,-5.521017266
SVN,1997,-0.00010115,-0.01312965,7.146891725,0.535086098,2.77224835,0.144387937,-0.500042641,-5.649247415
SVN,1998,-0.000119445,-0.01286421,7.427977735,0.597072905,2.796050068,0.148953518,-0.494749183,-5.573750498
SVN,1999,-5.92E-06,-0.012961609,7.059260568,0.527086568,2.801743671,0.143785055,-0.499777694,-5.69658484
SVN,2000,-6.90E-05,-0.013488337,7.309409688,0.482395623,2.801874326,0.139179033,-0.503488486,-5.724685427
SVN,2001,-4.54E-05,-0.013113069,7.804322565,0.553714266,2.827777738,0.140701612,-0.503453345,-5.607898278
SVN,2002,-7.73E-05,-0.012608723,7.332303562,0.638022952,2.851240513,0.152996894,-0.503327685,-5.503611177
SVN,2003,-6.83E-05,-0.012231889,7.699483652,0.647414752,2.842319729,0.157448705,-0.508659602,-5.419880212
SVN,2004,-0.000107296,-0.012438426,7.792311349,0.713405206,2.872696443,0.153736975,-0.517077215,-5.378065368
SVN,2005,-6.04E-05,-0.012752379,7.729711957,0.778684605,2.959248342,0.172926866,-0.532363454,-5.383408262
SVN,2006,-0.000100693,-0.011925315,7.645365053,0.836507771,2.963751046,0.151783804,-0.524665725,-5.317390508
SVN,2007,0.000148257,-0.011413201,7.664162885,0.886874656,2.996770266,0.161017993,-0.522558252,-5.225231788
SVN,2008,-4.56E-05,-0.01223894,7.791338477,0.864656377,3.033314043,0.179805455,-0.568141468,-5.27202876
SVN,2009,9.83E-05,-0.012825819,7.466031554,0.79103978,3.05123839,0.193997708,-0.582940629,-5.340305249
SVN,2010,-6.05E-05,-0.013013519,7.486740225,0.759120129,3.041445271,0.209745344,-0.546829032,-5.382751268
SVN,2011,-9.69E-06,-0.013254786,7.436501425,0.74762081,3.024218925,0.213373281,-0.550843503,-5.401177012
